Station,Date,CHLA,DO,SALINITY,TN,TP,WTEMP,James_discharge,James_acc_flow_30d,James_acc_flow_60d,James_acc_flow_90d,Potomac_discharge,Potomac_acc_flow_30d,Potomac_acc_flow_60d,Potomac_acc_flow_90d,Susquehanna_discharge,Susquehanna_acc_flow_30d,Susquehanna_acc_flow_60d,Susquehanna_acc_flow_90d
CB8.1,1989-12-14,9.3,11.1,20.5,0.442,0.031,4.5,5270,246990.0,534030.0,999100.0,4470,239560.0,486220.0,685390.0,21500,986450.0,1996030.0,2336180.0
CB8.1,1990-01-09,11.4,12.4,22.1,0.418,0.031,2.4,15700,305000.0,553130.0,843030.0,15400,181990.0,424700.0,667920.0,24300,408120.0,1413070.0,2356020.0
CB8.1,1990-02-06,14.0,10.1,24.0,0.309,0.028,6.9,20400,353770.0,638460.0,890160.0,21400,482460.0,641240.0,883120.0,142000,1797100.0,2169570.0,3215170.0
CB8.1,1990-03-05,15.1,10.6,18.0,0.402,0.035,6.9,8900,388720.0,746390.0,992500.0,7760,431090.0,900950.0,1024360.0,41800,2417700.0,3898530.0,4295570.0
CB8.1,1990-04-09,27.3,11.1,18.9,0.438,0.028,10.6,15200,330600.0,668910.0,1029680.0,15300,297730.0,659380.0,1149840.0,81900,1388500.0,3365200.0,5350700.0
CB8.1,1990-04-16,6.2,10.3,19.9,0.395,0.02,12.7,15200,377430.0,639510.0,1029860.0,13900,360240.0,633180.0,1165040.0,84600,1738900.0,3314100.0,5744900.0
CB8.1,1990-05-16,1.8,7.2,22.0,0.297,0.022,18.3,7600,238990.0,616420.0,878500.0,11100,291540.0,651780.0,924720.0,58800,1255400.0,2994300.0,4569500.0
CB8.1,1990-05-31,3.8,8.1,21.5,0.353,0.029,19.5,40600,372210.0,694630.0,969500.0,58900,395030.0,760550.0,983180.0,77200,1752400.0,3414600.0,4535200.0
CB8.1,1990-06-26,3.4,6.8,20.5,0.354,0.029,24.1,3450,340960.0,594490.0,939710.0,3170,420790.0,697350.0,1070400.0,16700,1054400.0,2682100.0,4373700.0
CB8.1,1990-07-17,6.9,7.6,23.9,0.299,0.032,24.8,6730,100280.0,496450.0,726330.0,15500,141000.0,589560.0,877180.0,64600,723540.0,2235840.0,3535140.0
CB8.1,1990-07-30,12.8,6.9,22.2,0.416,0.052,26.7,2250,98300.0,309570.0,681780.0,3050,184480.0,470440.0,865470.0,24100,849210.0,1728740.0,3481140.0
CB8.1,1990-08-14,17.8,6.2,22.8,0.368,0.05,26.3,2000,90830.0,186470.0,587940.0,2240,172570.0,291840.0,750410.0,20500,840140.0,1460980.0,3112080.0
CB8.1,1990-08-28,9.0,6.9,20.2,0.409,0.042,26.6,3460,74040.0,172830.0,421960.0,8370,119510.0,303460.0,645800.0,36200,652220.0,1483660.0,2434060.0
CB8.1,1990-09-11,2.1,6.0,21.3,0.458,0.03125,25.4,1310,71740.0,165260.0,263720.0,1720,118830.0,305110.0,417910.0,15300,642280.0,1529620.0,2111560.0
CB8.1,1990-09-24,7.5,7.1,22.5,0.3615,0.031,21.3,1450,61610.0,129660.0,230680.0,2620,116020.0,217270.0,398460.0,25800,614290.0,1211610.0,2041550.0
CB8.1,1990-10-15,5.4,6.8,23.7,0.4485,0.03725,22.8,17800,95880.0,165550.0,247350.0,43200,157670.0,275820.0,421110.0,143000,793350.0,1408040.0,2148780.0
CB8.1,1990-11-16,7.3,8.9,23.1,0.392,0.026,12.4,4940,331540.0,441210.0,511430.0,7600,536520.0,727400.0,850670.0,80400,2467400.0,3438970.0,4056810.0
CB8.1,1990-12-10,4.5,9.3,22.8,0.497,0.034,9.3,5720,164210.0,531600.0,574570.0,10600,248150.0,856430.0,930470.0,76900,1897200.0,4381100.0,4884060.0
CB8.1,1991-01-14,19.0,10.8,18.0,0.492,0.03,6.4,51500,487430.0,637570.0,971670.0,43700,797710.0,1030960.0,1576980.0,43100,2675000.0,4369100.0,6843200.0
CB8.1,1991-02-11,9.2,11.1,19.5,0.374,0.016,6.9,6040,431780.0,812610.0,965840.0,15800,846600.0,1579080.0,1815060.0,97200,1653400.0,4336400.0,6149500.0
CB8.1,1991-04-08,4.7,10.2,13.3,0.357,0.027,15.2,10400,491940.0,808730.0,1288040.0,13700,737000.0,1208850.0,2089650.0,47100,1837700.0,3952100.0,5508100.0
CB8.1,1991-04-23,3.6,9.3,19.0,0.556,0.014,13.1,9840,457780.0,865060.0,1059520.0,16400,708200.0,1264350.0,1691150.0,60800,1554400.0,3673900.0,5157300.0
CB8.1,1991-05-07,4.0,9.0,17.5,0.495,0.015,18.0,5240,249090.0,747230.0,1052630.0,7430,413670.0,1163570.0,1619920.0,49900,1610300.0,3514900.0,5563200.0
CB8.1,1991-05-21,7.6,8.2,20.1,0.346,0.018,19.2,5450,179640.0,641380.0,1040940.0,4830,268650.0,1026150.0,1523500.0,28100,1519300.0,3059500.0,5190200.0
CB8.1,1991-06-04,3.2,7.4,19.1,0.392,0.021,25.4,3530,140780.0,402970.0,924810.0,4040,160570.0,589020.0,1382720.0,14200,798760.0,2381760.0,4542660.0
CB8.1,1991-07-11,6.6,5.6,22.8,0.399,0.051,26.6,3050,124010.0,250710.0,478320.0,3180,70090.0,198260.0,587980.0,6340,209330.0,771230.0,2389430.0
CB8.1,1991-07-23,8.6,6.8,23.0,0.379,0.044,27.4,1870,121970.0,225450.0,393050.0,1150,66240.0,152500.0,386930.0,6650,192490.0,517420.0,1912220.0
CB8.1,1991-08-06,6.4,7.1,22.1,0.48,0.033,27.0,3130,140510.0,259680.0,394660.0,2100,67660.0,132100.0,278810.0,4050,175640.0,395290.0,1086010.0
CB8.1,1991-09-04,5.6,9.4,23.0,0.382,0.041,25.8,1470,95830.0,239110.0,355810.0,785,43333.0,111483.0,176323.0,4610,179640.0,357240.0,581880.0
CB8.1,1991-09-16,4.2,6.5,24.0,0.309,0.049,25.1,1280,53640.0,207910.0,342000.0,527,36398.0,89938.0,161688.0,4660,172520.0,331300.0,537600.0
CB8.1,1991-10-21,4.2,8.3,24.0,0.362,0.048,17.3,1460,43209.0,91439.0,249339.0,1240,40722.0,78039.0,133019.0,8460,195020.0,356230.0,520520.0
CB8.1,1992-01-21,12.0,10.8,24.0,0.396,0.028,4.8,3370,204150.0,333590.0,382720.0,3460,194470.0,332890.0,361318.0,25200,743620.0,1599600.0,1780790.0
CB8.1,1992-02-13,3.9,11.0,25.0,0.284,0.01475,4.2,2720,104780.0,301970.0,423400.0,2720,111750.0,296510.0,420138.0,11900,682090.0,1407490.0,2133610.0
CB8.1,1992-03-10,2.2,10.5,22.5,0.355,0.01175,9.9,14000,307840.0,423240.0,613800.0,20600,321210.0,449400.0,627970.0,54000,875850.0,1596740.0,2325840.0
CB8.1,1992-04-15,3.5,9.1,22.7,0.348,0.033,11.9,4400,220660.0,596630.0,698170.0,6190,431800.0,871150.0,977670.0,56600,2054100.0,3333340.0,3975740.0
CB8.1,1992-04-27,6.9,8.4,20.3,0.356,0.034,16.4,17900,426930.0,815270.0,970370.0,27900,565250.0,1141700.0,1281380.0,79900,2274100.0,3868800.0,4515740.0
CB8.1,1992-05-11,3.0,8.9,19.8,0.36,0.024,14.9,10300,449880.0,710000.0,1039840.0,27700,567830.0,1066670.0,1424740.0,54200,1766400.0,3951100.0,4943950.0
CB8.1,1992-05-27,13.3,9.9,22.6,0.342,0.015,16.5,5620,259930.0,686860.0,1075200.0,8160,425700.0,990950.0,1567400.0,21700,1189500.0,3463600.0,5058300.0
CB8.1,1992-06-23,3.8,9.1,19.8,0.324,0.025,22.5,6380,301190.0,630980.0,998970.0,5750,293840.0,804820.0,1334370.0,17300,813860.0,2182460.0,4461560.0
CB8.1,1992-07-06,4.5,6.3,22.7,0.46,0.047,23.8,4960,252780.0,518890.0,956870.0,7690,251000.0,628410.0,1165430.0,10400,548940.0,1533740.0,3317640.0
CB8.1,1992-07-20,9.3,6.8,24.8,0.382,0.036,25.0,2140,117410.0,426010.0,935200.0,2370,128380.0,437630.0,1126350.0,42600,437010.0,1271810.0,2857210.0
CB8.1,1992-08-10,1.7,7.8,23.4,0.326,0.02,25.7,1650,71170.0,232620.0,567660.0,2850,175020.0,340740.0,737420.0,27100,884110.0,1288410.0,2249210.0
CB8.1,1992-08-24,16.6,9.1,21.1,0.491,0.042,24.5,1540,67580.0,167210.0,465600.0,2100,173250.0,291640.0,579040.0,21800,781200.0,1320940.0,2119210.0
CB8.1,1992-09-08,10.3,11.0,22.8,0.391,0.04,26.6,3430,57800.0,130470.0,301070.0,8030,83250.0,258700.0,434240.0,19200,570800.0,1433970.0,1863210.0
CB8.1,1992-09-21,4.4,6.1,24.2,0.403,0.043,23.7,1520,61080.0,130210.0,235320.0,2310,102900.0,282240.0,400410.0,20800,546390.0,1346170.0,1859720.0
CB8.1,1992-10-08,9.3,8.4,24.0,0.377,0.034,17.8,2380,76560.0,134360.0,207030.0,2060,115820.0,199070.0,374520.0,14700,637450.0,1208250.0,2071420.0
CB8.1,1992-11-17,1.5,8.6,22.9,0.305,0.035,11.6,6550,116450.0,193010.0,255320.0,6860,108650.0,204120.0,307700.0,73200,1003600.0,1640840.0,2203350.0
CB8.1,1992-12-15,3.6,11.0,20.8,0.354,0.03,7.0,7470,280030.0,385500.0,461630.0,23200,433230.0,533230.0,630580.0,39800,1604200.0,2509900.0,3166440.0
CB8.1,1993-01-07,8.5,9.4,20.5,0.304,0.028,7.4,14200,301710.0,546530.0,622190.0,17000,766540.0,1010550.0,1105600.0,96800,1846100.0,3472900.0,4236800.0
CB8.1,1993-03-10,16.4,12.3,17.0,0.489,0.032,7.0,19500,601050.0,905860.0,1228200.0,46400,777540.0,1187050.0,1976950.0,63400,791650.0,2130350.0,4118050.0
CB8.1,1993-04-14,26.4,11.2,13.9,0.657,0.027,10.8,15600,846800.0,1497450.0,1730260.0,40200,1992300.0,2908290.0,3268050.0,239000,6014700.0,6926550.0,8062550.0
CB8.1,1993-04-29,5.8,10.5,16.5,0.616,0.03,12.7,10600,633900.0,1614430.0,1882280.0,38400,1796100.0,3649470.0,3911750.0,226000,7693000.0,9906100.0,10526750.0
CB8.1,1993-05-10,22.6,9.7,15.2,0.556,0.042,17.7,7120,475080.0,1296680.0,1910240.0,13700,1293500.0,3226500.0,4040460.0,60900,5354800.0,10439900.0,11270750.0
CB8.1,1993-05-27,5.5,9.8,16.4,0.651,0.024,18.5,5560,249540.0,951240.0,1865970.0,7000,482110.0,2395810.0,4066780.0,21500,2031400.0,9820400.0,11482770.0
CB8.1,1993-06-15,8.5,10.0,12.0,0.497,0.031,23.2,3820,183870.0,592750.0,1446750.0,4990,219790.0,1327790.0,3336590.0,17900,575300.0,4741700.0,11015100.0
CB8.1,1993-06-29,5.5,7.8,21.1,0.43,0.033,23.9,2320,123440.0,356130.0,965730.0,2790,152110.0,535090.0,2270590.0,13900,433100.0,1861600.0,9364600.0
CB8.1,1993-07-12,5.8,6.5,20.7,0.497,0.039,27.3,2180,88430.0,287870.0,715210.0,2330,113810.0,350820.0,1534920.0,7990,380520.0,993670.0,5648770.0
CB8.1,1993-07-27,8.3,7.1,22.9,0.492,0.033,24.9,1410,67850.0,196450.0,440090.0,1460,75720.0,234050.0,674630.0,6270,273530.0,708630.0,2509030.0
CB8.1,1993-08-09,6.8,9.8,23.3,0.43,0.021,24.6,3570,56440.0,148970.0,353640.0,2520,59320.0,184660.0,429470.0,6650,191130.0,591590.0,1269640.0
CB8.1,1993-08-23,11.4,6.6,23.6,0.453,0.046,25.4,1230,53890.0,125070.0,262650.0,1370,61060.0,141580.0,311540.0,5490,202490.0,484510.0,948040.0
CB8.1,1993-09-14,11.9,8.7,25.1,0.398,0.039,24.5,1280,38187.0,95377.0,176587.0,1810,50673.0,111073.0,211823.0,13300,256970.0,444790.0,783480.0
CB8.1,1993-09-29,5.1,6.8,24.8,0.447,0.049,22.9,1910,40102.0,89517.0,155387.0,3810,64503.0,122503.0,193543.0,15900,278930.0,488230.0,737010.0
CB8.1,1993-10-13,3.3,7.3,25.6,0.4,0.041,18.1,1470,42350.0,80987.0,138247.0,1380,73490.0,124703.0,184793.0,13100,354170.0,604160.0,791850.0
CB8.1,1993-11-16,5.2,9.0,24.4,0.456,0.042,13.8,1580,51520.0,95830.0,132317.0,2200,78790.0,153540.0,204143.0,19100,576590.0,920370.0,1184950.0
CB8.1,1993-12-06,4.2,8.9,27.7,0.347,0.034,11.7,43600,233230.0,280360.0,324080.0,76900,484170.0,554250.0,632540.0,139000,1929600.0,2348080.0,2708270.0
CB8.1,1994-01-06,11.7,11.4,21.8,0.433,0.01575,4.6,9000,183410.0,455040.0,503010.0,6090,383270.0,951190.0,1022690.0,19000,1379770.0,3417070.0,3837350.0
CB8.1,1994-02-07,9.0,13.0,20.6,0.419,0.021,2.5,7970,391810.0,554410.0,856470.0,14100,588910.0,906810.0,1548870.0,42000,787310.0,1984800.0,4169600.0
CB8.1,1994-03-07,10.1,11.9,14.9,0.517,0.022,6.9,30000,725560.0,1114130.0,1297540.0,58800,1226800.0,1801640.0,2184910.0,50500,1615800.0,2360030.0,3739800.0
CB8.1,1994-04-05,22.4,11.4,13.6,0.547,0.025,11.0,16300,784840.0,1489970.0,1877970.0,33300,2141300.0,3326000.0,3890230.0,249000,5254900.0,6854500.0,7583430.0
CB8.1,1994-04-18,11.7,9.9,14.8,0.598,0.023,14.3,11100,635560.0,1437060.0,1881890.0,32600,1498600.0,3411100.0,4143350.0,157000,6401900.0,8989900.0,9906590.0
CB8.1,1994-05-09,6.3,9.4,13.6,0.741,0.01575,17.8,10300,276560.0,997900.0,1783530.0,52900,670700.0,2589300.0,4046300.0,51100,3028400.0,8916300.0,10626500.0
CB8.1,1994-05-24,4.1,9.1,14.0,0.752,0.019,17.5,4380,248290.0,874720.0,1607360.0,7620,583380.0,1910480.0,3816680.0,29800,1308200.0,7335400.0,10635400.0
CB8.1,1994-06-30,7.3,7.9,22.4,0.415,0.036,24.7,3020,78800.0,300670.0,641420.0,3250,111560.0,659280.0,1425880.0,37900,777020.0,1900420.0,6169020.0
CB8.1,1994-07-12,7.9,6.1,20.2,0.515,0.036,26.3,1580,68450.0,192910.0,479560.0,2480,95220.0,328670.0,1090670.0,32100,923210.0,1625120.0,4160120.0
CB8.1,1994-07-25,7.4,7.4,24.1,0.43,0.046,24.8,3900,64230.0,146200.0,389270.0,5340,85900.0,215550.0,787270.0,25400,745310.0,1490920.0,2720420.0
CB8.1,1994-08-19,18.6,7.6,24.6,0.411,0.047,24.2,34100,166000.0,227020.0,319100.0,31800,171710.0,258660.0,410050.0,92000,692390.0,1444900.0,2214210.0
